  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  2.3420e-12           40.99085503      5092989.57231384       12224.29607965         -675.86140239        11548.43467726 
  2.3440e-12           40.99265455      1471540.68498807       12224.83273167         -676.93714727        11547.89558440 
  2.3460e-12           40.99417804            0.00000000       12225.28706831         -677.84811656        11547.43895174 
  2.3480e-12           40.99537258            0.00000000       12225.64330390         -678.56265882        11547.08064508 
  2.3500e-12           40.99619362            0.00000000       12225.88815527         -679.05412419        11546.83403108 
  2.3520e-12           40.99660611            0.00000000       12226.01116815         -679.30152591        11546.70964224 
  2.3540e-12           40.99658643            0.00000000       12226.00529718         -679.29070680        11546.71459039 
  2.3560e-12           40.99612400            0.00000000       12225.86739243         -679.01531539        11546.85207704 
  2.3580e-12           40.99522257            0.00000000       12225.59856775         -678.47754262        11547.12102513 
  2.3600e-12           40.99390100            0.00000000       12225.20445002         -677.68861731        11547.51583270 
  2.3620e-12           40.99219379            0.00000000       12224.69532596         -676.66909606        11548.02622990 
  2.3640e-12           40.99015129      1603747.16167718       12224.08621059         -675.44899736        11548.63721323 
  2.3660e-12           40.98783980            0.00000000       12223.39687673         -674.06786226        11549.32901447 
  2.3680e-12           40.98534105     14716357.79272710       12222.65169954         -672.57445169        11550.07724784 
  2.3700e-12           40.98278181            0.00000000       12221.88848210         -671.04441400        11550.84406810 
  2.3720e-12           40.98024225      7276717.30957328       12221.13113603         -669.52566954        11551.60546649 
  2.3740e-12           40.97784991            0.00000000       12220.41769215         -668.09445653        11552.32323562 
  2.3760e-12           40.97572299            0.00000000       12219.78340181         -666.82155202        11552.96184979 
  2.3780e-12           40.97398477            0.00000000       12219.26502971         -665.78085739        11553.48417232 
  2.3800e-12           40.97274683      1522924.86428699       12218.89584992         -665.03936390        11553.85648602 
  2.3820e-12           40.97210183            0.00000000       12218.70349888         -664.65280246        11554.05069642 
  2.3840e-12           40.97210037            0.00000000       12218.70306366         -664.65174128        11554.05132237 
  2.3860e-12           40.97275325            0.00000000       12218.89776551         -665.04286950        11553.85489601 
  2.3880e-12           40.97402169      5042231.18159330       12219.27603820         -665.80308828        11553.47294993 
  2.3900e-12           40.97581679      1675623.89574617       12219.81137411         -666.87917617        11552.93219794 
  2.3920e-12           40.97800478            0.00000000       12220.46387559         -668.19091326        11552.27296234 
  2.3940e-12           40.98041770      1478985.66233321       12221.18345931         -669.63755356        11551.54590575 
  2.3960e-12           40.98286812            0.00000000       12221.91422260         -671.10664553        11550.80757707 
  2.3980e-12           40.98516521            0.00000000       12222.59926081         -672.48375525        11550.11550556 
  2.4000e-12           40.98713078            0.00000000       12223.18543399         -673.66206919        11549.52336480 
  2.4020e-12           40.98861299      5220823.79873074       12223.62745762         -674.55061611        11549.07684151 
  2.4040e-12           40.98952470            0.00000000       12223.89934744         -675.09716872        11548.80217872 
  2.4060e-12           40.98976758            0.00000000       12223.97177910         -675.24295422        11548.72882487 
  2.4080e-12           40.98931803            0.00000000       12223.83771396         -674.97388876        11548.86382520 
  2.4100e-12           40.98820035            0.00000000       12223.50440117         -674.30456422        11549.19983695 
  2.4120e-12           40.98648454            0.00000000       12222.99271138         -673.27690425        11549.71580713 
  2.4140e-12           40.98428160            0.00000000       12222.33575136         -671.95738760        11550.37836377 
  2.4160e-12           40.98173671            0.00000000       12221.57681414         -670.43294332        11551.14387082 
  2.4180e-12           40.97902028            0.00000000       12220.76671937         -668.80562037        11551.96109901 
  2.4200e-12           40.97631733            0.00000000       12219.96064668         -667.18623033        11552.77441635 
  2.4220e-12           40.97381585            0.00000000       12219.21465325         -665.68734411        11553.52730914 
  2.4240e-12           40.97169498      4956539.87420827       12218.58216866         -664.41623237        11554.16593629 
  2.4260e-12           40.97011457            0.00000000       12218.11085686         -663.46854048        11554.64231638 
  2.4280e-12           40.96920651            0.00000000       12217.84005741         -662.92313574        11554.91692167 
  2.4300e-12           40.96907000      2154419.71691566       12217.79934628         -662.83921934        11554.96012694 
  2.4320e-12           40.96977100      1455487.29323349       12218.00839789         -663.25607022        11554.75232767 
  2.4340e-12           40.97133959            0.00000000       12218.47618465         -664.19148772        11554.28469693 
  2.4360e-12           40.97377712            0.00000000       12219.20310351         -665.64609737        11553.55700613 
  2.4380e-12           40.97705890            0.00000000       12220.18179547         -667.60503559        11552.57675989 
  2.4400e-12           40.98113780      8241382.05528796       12221.39820617         -670.04009552        11551.35811064 
  2.4420e-12           40.98594749            0.00000000       12222.83255184         -672.91165849        11549.92089335 
  2.4440e-12           40.99140225            0.00000000       12224.45927172         -676.16857636        11548.29069536 
  2.4460e-12           40.99739996      3505325.54147399       12226.24790812         -679.74989857        11546.49800955 
  2.4480e-12           41.00382615            0.00000000       12228.16432776         -683.58728319        11544.57704457 
  2.4500e-12           41.01054647      1626369.10590570       12230.16846321         -687.60046026        11542.56800295 
  2.4520e-12           41.01742066            0.00000000       12232.21848484         -691.70557295        11540.51291189 
  2.4540e-12           41.02430346      1673165.65444073       12234.27107312         -695.81573604        11538.45533709 
  2.4560e-12           41.03105207            0.00000000       12236.28364490         -699.84551391        11536.43813099 
  2.4580e-12           41.03753241      3934406.40472841       12238.21621194         -703.71466818        11534.50154376 
  2.4600e-12           41.04362886            0.00000000       12240.03429555         -707.35401531        11532.68028024 
  2.4620e-12           41.04924158      1940698.61661788       12241.70812139         -710.70383813        11531.00428326 
  2.4640e-12           41.05430004       631810.35985225       12243.21665654         -713.72197225        11529.49468429 
  2.4660e-12           41.05876164      1568878.35687986       12244.54719437         -716.38297808        11528.16421629 
  2.4680e-12           41.06261149            0.00000000       12245.69529555         -718.67801643        11527.01727913 
  2.4700e-12           41.06586398            0.00000000       12246.66525587         -720.61577136        11526.04948451 
  2.4720e-12           41.06855971            0.00000000       12247.46917478         -722.22057141        11525.24860338 
  2.4740e-12           41.07076210      4498802.32298412       12248.12597269         -723.53040848        11524.59556421 
  2.4760e-12           41.07255470      7643010.68564372       12248.66056079         -724.59526528        11524.06529551 
  2.4780e-12           41.07403949            0.00000000       12249.10335715         -725.47614073        11523.62721641 
  2.4800e-12           41.07531897            0.00000000       12249.48492156         -726.23431936        11523.25060220 
  2.4820e-12           41.07650737            0.00000000       12249.83932625         -726.93811645        11522.90120981 
  2.4840e-12           41.07772060      3832400.56228430       12250.20113812         -727.65684790        11522.54429023 
  2.4860e-12           41.07907175      1573075.84091322       12250.60407637         -728.45814803        11522.14592833 
  2.4880e-12           41.08066527      1565453.39896954       12251.07929564         -729.40453177        11521.67476387 
  2.4900e-12           41.08259216      5914902.19377470       12251.65393357         -730.55047707        11521.10345650 
  2.4920e-12           41.08492917            0.00000000       12252.35087761         -731.94193856        11520.40893905 
  2.4940e-12           41.08771971            0.00000000       12253.18307227         -733.60493846        11519.57813382 
  2.4960e-12           41.09098592            0.00000000       12254.15712223         -735.55275093        11518.60437131 
  2.4980e-12           41.09472179      6103729.39297731       12255.27123346         -737.78177039        11517.48946307 
  2.5000e-12           41.09889540            0.00000000       12256.51588578         -740.27285453        11516.24303125 
  2.5020e-12           41.10344609            0.00000000       12257.87299291         -742.98965500        11514.88333792 
  2.5040e-12           41.10829427            0.00000000       12259.31881825         -745.88447050        11513.43434775 
  2.5060e-12           41.11334530            0.00000000       12260.82513737         -748.90059955        11511.92453781 
  2.5080e-12           41.11849583            0.00000000       12262.36112820         -751.97614948        11510.38497872 
  2.5100e-12           41.12364007            0.00000000       12263.89524462         -755.04780808        11508.84743654 
  2.5120e-12           41.12867544      1231218.83078768       12265.39689432         -758.05421632        11507.34267800 
  2.5140e-12           41.13350889      7595309.98322961       12266.83832495         -760.93974909        11505.89857585 
  2.5160e-12           41.13808479       979942.93403947       12268.20294923         -763.67116434        11504.53178489 
  2.5180e-12           41.14230471      4785583.44320366       12269.46141510         -766.18973923        11503.27167587 
  2.5200e-12           41.14610983      4788492.25162240       12270.59617688         -768.46040044        11502.13577645 
  2.5220e-12           41.14947060            0.00000000       12271.59842881         -770.46558042        11501.13284839 
  2.5240e-12           41.15234029            0.00000000       12272.45422706         -772.17745029        11500.27677677 
  2.5260e-12           41.15469907     13950670.29869208       12273.15766175         -773.58425497        11499.57340678 
  2.5280e-12           41.15653990      5154851.92315065       12273.70663400         -774.68186068        11499.02477332 
  2.5300e-12           41.15785882            0.00000000       12274.09996277         -775.46796458        11498.63199819 
  2.5320e-12           41.15866067            0.00000000       12274.33909006         -775.94550336        11498.39358670 
  2.5340e-12           41.15895649            0.00000000       12274.42730911         -776.12110951        11498.30619960 
  2.5360e-12           41.15876184      4912322.07213078       12274.36926189         -776.00410733        11498.36515456 
  2.5380e-12           41.15809581            0.00000000       12274.17063891         -775.60591395        11498.56472496 
  2.5400e-12           41.15698002            0.00000000       12273.83788742         -774.93945731        11498.89843011 
  2.5420e-12           41.15543780            0.00000000       12273.37796670         -774.01868782        11499.35927888 
  2.5440e-12           41.15349336            0.00000000       12272.79809509         -772.85807297        11499.94002212 
  2.5460e-12           41.15117096            0.00000000       12272.10550980         -771.47211672        11500.63339308 
  2.5480e-12           41.14849417            0.00000000       12271.30723680         -769.87489827        11501.43233853 
  2.5500e-12           41.14548512      1512525.57841215       12270.40987777         -768.07964440        11502.33023337 
  2.5520e-12           41.14216417            0.00000000       12269.41950405         -766.09851542        11503.32098863 
  2.5540e-12           41.13854864      2884993.71709041       12268.34127930         -763.94184835        11504.39943095 
  2.5560e-12           41.13465363            0.00000000       12267.17970946         -761.61865519        11505.56105427 
  2.5580e-12           41.13049073            0.00000000       12265.93824841         -759.13583333        11506.80241508 
  2.5600e-12           41.12606919            0.00000000       12264.61965683         -756.49888327        11508.12077356 
  2.5620e-12           41.12139605            0.00000000       12263.22603353         -753.71197293        11509.51406060 
  2.5640e-12           41.11647679       797673.75988497       12261.75900978         -750.77832908        11510.98068070 
  2.5660e-12           41.11131676            0.00000000       12260.22018550         -747.70111380        11512.51907170 
  2.5680e-12           41.10592007            0.00000000       12258.61078421         -744.48273892        11514.12804529 
  2.5700e-12           41.10029230            0.00000000       12256.93247050         -741.12650566        11515.80596484 
  2.5720e-12           41.09444046            0.00000000       12255.18733483         -737.63657765        11517.55075718 
  2.5740e-12           41.08837334            0.00000000       12253.37799642         -734.01818846        11519.35980796 
  2.5760e-12           41.08210154            0.00000000       12251.50761951         -730.27767334        11521.22994617 
  2.5780e-12           41.07563728      1437253.72272277       12249.57984887         -726.42233696        11523.15751191 
  2.5800e-12           41.06899557      4617458.79726897       12247.59915766         -722.46114334        11525.13801433 
  2.5820e-12           41.06218931      1152639.22917757       12245.56939489         -718.40180364        11527.16759125 
  2.5840e-12           41.05524491            0.00000000       12243.49843477         -714.26006958        11529.23836520 
  2.5860e-12           41.04816489            0.00000000       12241.38703197         -710.03743228        11531.34959968 
  2.5880e-12           41.04096491     11426409.26234674       12239.23985103         -705.74318340        11533.49666763 
  2.5900e-12           41.03366268      4680176.67523985       12237.06217998         -701.38784076        11535.67433922 
  2.5920e-12           41.02627999            0.00000000       12234.86051387         -696.98432191        11537.87619195 
  2.5940e-12           41.01883954            0.00000000       12232.64162347         -692.54608435        11540.09553912 
  2.5960e-12           41.01137274            0.00000000       12230.41487305         -688.09177833        11542.32309472 
  2.5980e-12           41.00391930            0.00000000       12228.19210839         -683.64503537        11544.54707302 
  2.6000e-12           40.99652856      2726347.75076328       12225.98804087         -679.23525100        11546.75278987 
  2.6020e-12           40.98926454            0.00000000       12223.82176264         -674.90062829        11548.92113435 
  2.6040e-12           40.98219136      6213493.15286684       12221.71240043         -670.67949501        11551.03290541 
  2.6060e-12           40.97539328            0.00000000       12219.68507450         -666.62222384        11553.06285066 
  2.6080e-12           40.96894273            0.00000000       12217.76139261         -662.77221579        11554.98917682 
  2.6100e-12           40.96291926      5409722.49422081       12215.96507209         -659.17712793        11556.78794416 
  2.6120e-12           40.95740865            0.00000000       12214.32169707         -655.88836326        11558.43333381 
  2.6140e-12           40.95246039            0.00000000       12212.84602539         -652.93565536        11559.91037003 
  2.6160e-12           40.94811855            0.00000000       12211.55120298         -650.34546339        11561.20573959 
  2.6180e-12           40.94440589            0.00000000       12210.44401337         -648.13144436        11562.31256901 
  2.6200e-12           40.94132167            0.00000000       12209.52423700         -646.29315498        11563.23108202 
  2.6220e-12           40.93884182      6182802.16812688       12208.78469650         -644.81613972        11563.96855678 
  2.6240e-12           40.93692279            0.00000000       12208.21240227         -643.67423404        11564.53816823 
  2.6260e-12           40.93550210            0.00000000       12207.78872532         -642.82993379        11564.95879154 
  2.6280e-12           40.93450847      1492310.06754831       12207.49240508         -642.24044095        11565.25196413 
  2.6300e-12           40.93386810            0.00000000       12207.30143356         -641.86146279        11565.43997076 
  2.6320e-12           40.93350911            0.00000000       12207.19437397         -641.64987573        11565.54449824 
  2.6340e-12           40.93337019            0.00000000       12207.15294588         -641.56891591        11565.58402998 
  2.6360e-12           40.93340487            0.00000000       12207.16328943         -641.59072137        11565.57256806 
  2.6380e-12           40.93358505      1428135.11028045       12207.21702215         -641.69845405        11565.51856810 
  2.6400e-12           40.93390281            0.00000000       12207.31178314         -641.88739236        11565.42439078 
  2.6420e-12           40.93437033      1417569.73911160       12207.45120626         -642.16487881        11565.28632745 
  2.6440e-12           40.93502123      4485985.05162799       12207.64531849         -642.55111375        11565.09420474 
  2.6460e-12           40.93589754            0.00000000       12207.90665307         -643.07137337        11564.83527970 
  2.6480e-12           40.93705324            0.00000000       12208.25130586         -643.75810673        11564.49319913 
  2.6500e-12           40.93854537            0.00000000       12208.69628781         -644.64561725        11564.05067056 
  2.6520e-12           40.94042682            0.00000000       12209.25737460         -645.76573181        11563.49164279 
  2.6540e-12           40.94273955            0.00000000       12209.94707759         -647.14370961        11562.80336798 
  2.6560e-12           40.94550875      4275653.16525064       12210.77290960         -648.79474294        11561.97816666 
  2.6580e-12           40.94873895            0.00000000       12211.73621841         -650.72160184        11561.01461657 
  2.6600e-12           40.95241166            0.00000000       12212.83149323         -652.91323785        11559.91825538 
  2.6620e-12           40.95648659            0.00000000       12214.04672125         -655.34550305        11558.70121820 
  2.6640e-12           40.96090454            0.00000000       12215.36424135         -657.98287775        11557.38136360 
  2.6660e-12           40.96559223            0.00000000       12216.76220568         -660.78142365        11555.98078204 
  2.6680e-12           40.97046842            0.00000000       12218.21638169         -663.69242217        11554.52395952 
  2.6700e-12           40.97545019      5116452.36513038       12219.70204807         -666.66619848        11553.03584959 
  2.6720e-12           40.98046115            0.00000000       12221.19641655         -669.65699024        11551.53942630 
  2.6740e-12           40.98542942            0.00000000       12222.67805285         -672.62180516        11550.05624769 
  2.6760e-12           40.99029774            0.00000000       12224.12988318         -675.52643911        11548.60344407 
  2.6780e-12           40.99502288            0.00000000       12225.53901568         -678.34511533        11547.19390036 
  2.6800e-12           40.99957575            0.00000000       12226.89677359         -681.06054011        11545.83623348 
  2.6820e-12           41.00394018      1164508.54477197       12228.19833490         -683.66316747        11544.53516743 
  2.6840e-12           41.00811719            0.00000000       12229.44400245         -686.15372285        11543.29027960 
  2.6860e-12           41.01210272            0.00000000       12230.63256759         -688.52991462        11542.10265297 
  2.6880e-12           41.01590439            0.00000000       12231.76630017         -690.79639985        11540.96990032 
  2.6900e-12           41.01953205            0.00000000       12232.84814271         -692.95916144        11539.88898127 
  2.6920e-12           41.02299549      5237752.83569405       12233.88100856         -695.02409690        11538.85691166 
  2.6940e-12           41.02630322            0.00000000       12234.86744245         -696.99633541        11537.87110705 
  2.6960e-12           41.02945980            0.00000000       12235.80879821         -698.87859278        11536.93020543 
  2.6980e-12           41.03246730      2940712.93378676       12236.70569262         -700.67208191        11536.03361071 
  2.7000e-12           41.03532582            0.00000000       12237.55816218         -702.37683121        11535.18133098 
  2.7020e-12           41.03803256            0.00000000       12238.36536727         -703.99109949        11534.37426778 
  2.7040e-12           41.04058522            0.00000000       12239.12662208         -705.51344317        11533.61317891 
  2.7060e-12           41.04298303     10472893.03006857       12239.84169497         -706.94332416        11532.89837081 
  2.7080e-12           41.04523031            0.00000000       12240.51187965         -708.28325922        11532.22862043 
  2.7100e-12           41.04733259            0.00000000       12241.13882248         -709.53648068        11531.60234181 
  2.7120e-12           41.04930355            0.00000000       12241.72660287         -710.71110273        11531.01550014 
  2.7140e-12           41.05116414      3038509.35083085       12242.28146756         -711.81959482        11530.46187274 
  2.7160e-12           41.05294018      2069398.91177615       12242.81111758         -712.87736066        11529.93375692 
  2.7180e-12           41.05467175            0.00000000       12243.32750619         -713.90833458        11529.41917160 
  2.7200e-12           41.05640144            0.00000000       12243.84333642         -714.93798166        11528.90535477 
  2.7220e-12           41.05817742            0.00000000       12244.37296895         -715.99511239        11528.37785656 
  2.7240e-12           41.06005068      1459308.03352421       12244.93161104         -717.11025794        11527.82135310 
  2.7260e-12           41.06207220            0.00000000       12245.53446998         -718.31397052        11527.22049946 
  2.7280e-12           41.06428910            0.00000000       12246.19559517         -719.63449712        11526.56109805 
  2.7300e-12           41.06674133            0.00000000       12246.92689765         -721.09580483        11525.83109282 
  2.7320e-12           41.06945791            0.00000000       12247.73703774         -722.71534014        11525.02169760 
  2.7340e-12           41.07245390            0.00000000       12248.63050077         -724.50216487        11524.12833590 
  2.7360e-12           41.07572810      1449868.97551850       12249.60693221         -726.45561387        11523.15131833 
  2.7380e-12           41.07926225            0.00000000       12250.66088646         -728.56478550        11522.09610097 
  2.7400e-12           41.08302065            0.00000000       12251.78171742         -730.80832270        11520.97339472 
  2.7420e-12           41.08695243            0.00000000       12252.95425511         -733.15577359        11519.79848151 
  2.7440e-12           41.09099414            0.00000000       12254.15957182         -735.56913691        11518.59043491 
  2.7460e-12           41.09507332      3239533.54525163       12255.37606610         -738.00504646        11517.37101964 
  2.7480e-12           41.09911279            0.00000000       12256.58071623         -740.41729530        11516.16342093 
  2.7500e-12           41.10303434            0.00000000       12257.75020124         -742.75909282        11514.99110842 
  2.7520e-12           41.10676291            0.00000000       12258.86213564         -744.98554507        11513.87659058 
  2.7540e-12           41.11022962            0.00000000       12259.89598064         -747.05548351        11512.84049713 
  2.7560e-12           41.11337422            0.00000000       12260.83376137         -748.93290108        11511.90086029 
  2.7580e-12           41.11614659            0.00000000       12261.66053980         -750.58789581        11511.07264398 
  2.7600e-12           41.11850766            0.00000000       12262.36465567         -751.99714813        11510.36750754 
  2.7620e-12           41.12042943            0.00000000       12262.93776659         -753.14399500        11509.79377158 
  2.7640e-12           41.12189466            0.00000000       12263.37472854         -754.01818487        11509.35654367 
  2.7660e-12           41.12289604            0.00000000       12263.67336087         -754.61540175        11509.05795912 
  2.7680e-12           41.12343516            0.00000000       12263.83413714         -754.93664207        11508.89749507 
  2.7700e-12           41.12352134      2798460.34464664       12263.85983800         -754.98751649        11508.87232152 
  2.7720e-12           41.12317096            0.00000000       12263.75534793         -754.77784008        11508.97750785 
  2.7740e-12           41.12240481      1349329.30174959       12263.52686647         -754.32005278        11509.20681368 
  2.7760e-12           41.12124882            0.00000000       12263.18212685         -753.62965450        11509.55247234 
  2.7780e-12           41.11973184      1382336.48805191       12262.72973060         -752.72387288        11510.00585772 
  2.7800e-12           41.11788627            0.00000000       12262.17934564         -751.62205821        11510.55728743 
  2.7820e-12           41.11574600            0.00000000       12261.54107537         -750.34442056        11511.19665481 
  2.7840e-12           41.11334756            0.00000000       12260.82581193         -748.91273591        11511.91307602 
  2.7860e-12           41.11072973      4314291.01214514       12260.04512309         -747.35012017        11512.69500292 
  2.7880e-12           41.10793405            0.00000000       12259.21139546         -745.68131726        11513.53007820 
  2.7900e-12           41.10500491            0.00000000       12258.33786620         -743.93276590        11514.40510030 
  2.7920e-12           41.10199066            0.00000000       12257.43895670         -742.13327231        11515.30568439 
  2.7940e-12           41.09894417            0.00000000       12256.53043114         -740.31433471        11516.21609643 
  2.7960e-12           41.09592330      4292358.62420711       12255.62954640         -738.51045180        11517.11909460 
  2.7980e-12           41.09299236      4207228.89154813       12254.75548219         -736.75999213        11517.99549006 
  2.8000e-12           41.09021807            0.00000000       12253.92813432         -735.10278841        11518.82534591 
  2.8020e-12           41.08767107            0.00000000       12253.16856777         -733.58104840        11519.58751937 
  2.8040e-12           41.08542368       752954.11956613       12252.49835013         -732.23802179        11520.26032834 
  2.8060e-12           41.08354883            0.00000000       12251.93923102         -731.11735356        11520.82187747 
  2.8080e-12           41.08210931            0.00000000       12251.50993806         -730.25666416        11521.25327390 
  2.8100e-12           41.08116075      7415845.57193329       12251.22705972         -729.68929949        11521.53776023 
  2.8120e-12           41.08075384            0.00000000       12251.10571115         -729.44564388        11521.66006727 
  2.8140e-12           41.08090425            0.00000000       12251.15056641         -729.53516660        11521.61539980 
  2.8160e-12           41.08161586            0.00000000       12251.36278271         -729.96025551        11521.40252720 
  2.8180e-12           41.08287035      1555888.56975639       12251.73689487         -730.70999677        11521.02689810 
  2.8200e-12           41.08462694            0.00000000       12252.26074561         -731.76003313        11520.50071248 
  2.8220e-12           41.08682333            0.00000000       12252.91575323         -733.07310362        11519.84264961 
  2.8240e-12           41.08937845      7094127.84075381       12253.67774201         -734.60071418        11519.07702783 
  2.8260e-12           41.09219622            0.00000000       12254.51805821         -736.28538289        11518.23267533 
  2.8280e-12           41.09516951      7815821.69165425       12255.40475182         -738.06301819        11517.34173363 
  2.8300e-12           41.09826528            0.00000000       12256.32797359         -739.91373440        11516.41423919 
  2.8320e-12           41.10128982      3017711.92454327       12257.22995276         -741.72179687        11515.50815589 
  2.8340e-12           41.10413413      1408545.12151200       12258.07818042         -743.42202004        11514.65616038 
  2.8360e-12           41.10669645            0.00000000       12258.84231727         -744.95358239        11513.88873489 
  2.8380e-12           41.10888729            0.00000000       12259.49566993         -746.26298312        11513.23268680 
  2.8400e-12           41.11063256            0.00000000       12260.01614318         -747.30594927        11512.71019391 
  2.8420e-12           41.11187551      3701596.27071081       12260.38681601         -748.04858887        11512.33822714 
  2.8440e-12           41.11257868            0.00000000       12260.59651543         -748.46853933        11512.12797610 
  2.8460e-12           41.11272277            0.00000000       12260.63948637         -748.55430743        11512.08517895 
  2.8480e-12           41.11230795            0.00000000       12260.51577793         -748.30604140        11512.20973653 
  2.8500e-12           41.11135211            0.00000000       12260.23072822         -747.73449993        11512.49622829 
  2.8520e-12           41.10988889            0.00000000       12259.79436632         -746.85985376        11512.93451256 
  2.8540e-12           41.10796487            0.00000000       12259.22058661         -745.71003075        11513.51055587 
  2.8560e-12           41.10563619            0.00000000       12258.52612568         -744.31866373        11514.20746195 
  2.8580e-12           41.10296454            0.00000000       12257.72938740         -742.72273236        11515.00665504 
  2.8600e-12           41.10001300            0.00000000       12256.84917933         -740.96002517        11515.88915415 
  2.8620e-12           41.09684172      2603305.15885263       12255.90343982         -739.06658143        11516.83685839 
  2.8640e-12           41.09350552            0.00000000       12254.90851592         -737.07523368        11517.83328223 
  2.8660e-12           41.09004579            0.00000000       12253.87675665         -735.01078199        11518.86597466 
  2.8680e-12           41.08649271            0.00000000       12252.81715527         -732.89126801        11519.92588726 
  2.8700e-12           41.08286229            0.00000000       12251.73449144         -730.72625267        11521.00823877 
  2.8720e-12           41.07915641      3551163.27253504       12250.62932335         -728.51679815        11522.11252520 
  2.8740e-12           41.07536413            0.00000000       12249.49839036         -726.25627561        11523.24211475 
  2.8760e-12           41.07146433      8542083.90942038       12248.33539059         -723.93192718        11524.40346341 
  2.8780e-12           41.06744468            0.00000000       12247.13665140         -721.53621745        11525.60043395 
  2.8800e-12           41.06326054            0.00000000       12245.88885783         -719.04230282        11526.84655500 
  2.8820e-12           41.05888606            0.00000000       12244.58430002         -716.43454158        11528.14975844 
  2.8840e-12           41.05430418            0.00000000       12243.21789118         -713.70254574        11529.51534544 
  2.8860e-12           41.04951177      1520252.89945618       12241.78869705         -710.84425751        11530.94443954 
  2.8880e-12           41.04452411            0.00000000       12240.30127635         -707.86864912        11532.43262724 
  2.8900e-12           41.03937808      1302566.20611063       12238.76662670         -704.79763491        11533.96899179 
  2.8920e-12           41.03413580            0.00000000       12237.20327546         -701.66827331        11535.53500215 
  2.8940e-12           41.02887847      3655427.77706576       12235.63543303         -698.52909082        11537.10634222 
  2.8960e-12           41.02371284      3175125.66257708       12234.09493788         -695.44398212        11538.65095576 
  2.8980e-12           41.01875231            0.00000000       12232.61560715         -692.48091019        11540.13469695 
  2.9000e-12           41.01411983            0.00000000       12231.23411032         -689.71362751        11541.52048281 
  2.9020e-12           41.00993333            0.00000000       12229.98561083         -687.21292278        11542.77268805 
  2.9040e-12           41.00629444            0.00000000       12228.90042193         -685.03987204        11543.86054989 
  2.9060e-12           41.00327746            0.00000000       12228.00069880         -683.23915492        11544.76154387 
  2.9080e-12           41.00092028            0.00000000       12227.29773896         -681.83359288        11545.46414607 
  2.9100e-12           40.99921885      1245478.62758492       12226.79033766         -680.82081743        11545.96952023 
  2.9120e-12           40.99812564      4077508.92328137       12226.46432190         -680.17232553        11546.29199637 
  2.9140e-12           40.99755698            0.00000000       12226.29473631         -679.83787954        11546.45685677 
  2.9160e-12           40.99739406            0.00000000       12226.24614886         -679.74616560        11546.49998325 
  2.9180e-12           40.99750009            0.00000000       12226.27777122         -679.81510279        11546.46266843 
  2.9200e-12           40.99773099      4216240.27971463       12226.34662842         -679.95824881        11546.38837961 
  2.9220e-12           40.99794774            0.00000000       12226.41126799         -680.09227170        11546.31899629 
  2.9240e-12           40.99802696      6640349.50099373       12226.43489176         -680.14324674        11546.29164501 
  2.9260e-12           40.99787021     11700406.11748253       12226.38814575         -680.05224924        11546.33589652 
  2.9280e-12           40.99741050      3977896.36885148       12226.25105150         -679.77921384        11546.47183766 
  2.9300e-12           40.99660943      3026353.77758481       12226.01215852         -679.30122674        11546.71093178 
  2.9320e-12           40.99546663            0.00000000       12225.67135040         -678.61812128        11547.05322912 
  2.9340e-12           40.99401019            0.00000000       12225.23701298         -677.74679886        11547.49021412 
  2.9360e-12           40.99229931            0.00000000       12224.72679221         -676.72273220        11548.00406001 
  2.9380e-12           40.99041780            0.00000000       12224.16568973         -675.59614705        11548.56954268 
  2.9400e-12           40.98846859            0.00000000       12223.58439495         -674.42867800        11549.15571694 
  2.9420e-12           40.98656717            0.00000000       12223.01735269         -673.28949445        11549.72785823 
  2.9440e-12           40.98483453            0.00000000       12222.50064437         -672.25105001        11550.24959435 
  2.9460e-12           40.98338976      2635526.22487061       12222.06978484         -671.38465884        11550.68512600 
  2.9480e-12           40.98231866            0.00000000       12221.75036298         -670.74175025        11551.00861272 
  2.9500e-12           40.98174049      3922476.44703629       12221.57794059         -670.39365960        11551.18428099 
  2.9520e-12           40.98172904            0.00000000       12221.57452707         -670.38454096        11551.18998611 
  2.9540e-12           40.98233322            0.00000000       12221.75470475         -670.74360976        11551.01109499 
  2.9560e-12           40.98357640      6311841.97474474       12222.12544558         -671.48477283        11550.64067275 
  2.9580e-12           40.98545980            0.00000000       12222.68711287         -672.60864030        11550.07847257 
  2.9600e-12           40.98795678            0.00000000       12223.43176402         -674.09915005        11549.33261397 
  2.9620e-12           40.99102563      4384255.69556263       12224.34695665         -675.93120579        11548.41575085 
  2.9640e-12           40.99461202            0.00000000       12225.41648984         -678.07218767        11547.34430217 
  2.9660e-12           40.99865402            0.00000000       12226.62189408         -680.48495734        11546.13693674 
  2.9680e-12           41.00308762      2656521.60133266       12227.94408407         -683.13118258        11544.81290149 
  2.9700e-12           41.00785236            0.00000000       12229.36502522         -685.97468082        11543.39034440 
  2.9720e-12           41.01288934            0.00000000       12230.86715362         -688.98026138        11541.88689224 
  2.9740e-12           41.01814797            0.00000000       12232.43538084         -692.11773062        11540.31765022 
  2.9760e-12           41.02358495            0.00000000       12234.05679748         -695.36128983        11538.69550765 
  2.9780e-12           41.02916403            0.00000000       12235.72059298         -698.68936360        11537.03122938 
